person_id,age,years_working,education,annual_income,parental_wealth_bracket,inheritance_received,homeowner,region_cost_of_living,dependents,health_shock,savings_rate,invests_in_markets,portfolio_equity_pct,diversification_score,financial_literacy,budgeting_consistency,impulse_spending,plans_ahead,carries_high_interest_debt,retirement_account,started_investing_age,years_investing,net_worth,financially_independent
PSN037264,48,22,graduate,43400.0,middle,0.0,1,low,2,0,0.287,1,17,6.5,4.8,8.4,0.2,6.7,0,1,40,8,298600.0,0
PSN037265,72,52,bachelors,82100.0,upper_mid,0.0,1,medium,3,0,0.414,1,51,6.3,7.2,5.9,0.0,8.6,0,1,22,50,825900.0,0
PSN037266,49,24,some_college,68600.0,top,1619500.0,0,low,0,0,0.349,1,43,4.6,3.2,6.3,3.1,6.5,0,0,29,20,5664700.0,1
PSN037267,66,47,some_college,110300.0,middle,1975200.0,0,medium,1,0,0.105,0,10,7.0,7.3,5.0,2.1,9.2,0,0,25,41,8413400.0,1
PSN037268,39,15,high_school,109300.0,upper_mid,1404900.0,0,medium,1,0,0.479,0,14,5.3,4.0,7.7,2.4,7.4,1,0,28,11,1587600.0,1
PSN037269,26,4,high_school,40400.0,lower_mid,0.0,0,medium,0,0,0.283,0,9,6.6,6.8,9.5,3.2,6.2,0,1,28,0,20900.0,0
PSN037270,58,34,bachelors,423500.0,top,0.0,1,high,0,0,0.558,1,52,9.1,5.4,7.5,0.5,7.7,1,1,29,29,14113900.0,1
PSN037271,42,18,high_school,103800.0,upper_mid,0.0,1,medium,0,0,0.12,1,82,4.9,4.5,3.6,4.4,4.7,1,1,34,8,292200.0,0
PSN037272,67,41,some_college,263800.0,middle,0.0,0,low,1,0,0.3,0,10,5.5,2.4,5.5,6.1,7.7,0,1,41,26,1252100.0,0
PSN037273,57,26,graduate,296300.0,upper_mid,299200.0,1,medium,1,0,0.077,1,72,10.0,9.6,5.6,3.9,4.9,0,1,18,39,5746500.0,0
PSN037274,39,20,graduate,113100.0,bottom,0.0,1,low,0,0,0.002,1,29,3.4,9.2,7.6,2.8,10.0,1,1,25,14,85700.0,0
PSN037275,49,22,bachelors,87800.0,top,0.0,1,high,1,1,0.421,1,78,2.7,6.0,4.9,0.8,5.4,1,0,34,15,628000.0,0
PSN037276,68,41,high_school,159500.0,middle,0.0,1,medium,2,0,0.16,1,67,4.8,6.9,5.3,0.0,9.9,0,1,25,43,4161300.0,1
PSN037277,42,21,high_school,71500.0,lower_mid,0.0,1,high,0,1,0.156,1,100,5.4,5.4,7.5,8.0,8.3,0,1,38,4,210900.0,0
PSN037278,22,2,high_school,65300.0,middle,25500.0,0,high,2,0,0.236,0,14,8.9,0.8,1.0,6.9,5.2,0,0,38,0,9800.0,0
PSN037279,57,39,bachelors,88300.0,upper_mid,0.0,1,low,0,0,0.269,0,0,8.3,9.9,8.5,1.9,7.4,0,1,23,34,1003100.0,0
PSN037280,39,16,some_college,58000.0,middle,0.0,1,low,2,0,0.099,1,41,6.6,9.2,7.3,5.5,8.9,0,1,27,12,197500.0,0
PSN037281,54,30,high_school,48000.0,lower_mid,0.0,0,medium,2,0,0.141,0,24,1.5,3.7,4.4,6.2,4.1,1,1,25,29,107600.0,0
PSN037282,63,39,some_college,116300.0,upper_mid,51900.0,0,medium,0,0,0.337,1,60,10.0,6.2,3.1,5.5,3.8,0,1,23,40,2485700.0,1
PSN037283,80,55,some_college,155700.0,middle,0.0,1,medium,2,1,0.155,1,50,6.0,6.3,2.1,3.8,7.2,0,1,24,55,7961200.0,1
PSN037284,22,0,high_school,89400.0,top,0.0,1,medium,4,0,0.14,1,77,9.8,7.1,5.9,0.0,6.2,0,1,38,0,75300.0,0
PSN037285,31,6,bachelors,94600.0,middle,0.0,1,medium,2,0,0.14,0,13,7.6,4.5,4.7,3.6,7.6,0,0,26,5,396300.0,0
PSN037286,54,28,graduate,62100.0,upper_mid,569800.0,1,medium,1,0,0.6,0,0,3.2,5.4,4.9,2.1,9.0,1,1,38,16,1549500.0,1
PSN037287,22,0,bachelors,27900.0,bottom,0.0,1,medium,0,0,0.352,1,56,1.9,5.3,5.5,0.0,5.6,0,1,25,0,7400.0,0
PSN037288,22,0,high_school,39800.0,middle,26300.0,1,medium,2,0,0.268,0,7,5.5,6.6,6.6,1.7,10.0,1,0,37,0,53500.0,0
PSN037289,23,1,graduate,78000.0,upper_mid,489200.0,1,low,0,0,0.27,1,70,6.2,6.4,3.0,4.8,7.6,0,1,21,2,845000.0,0
PSN037290,51,27,graduate,62300.0,lower_mid,0.0,0,medium,1,0,0.415,1,24,6.0,7.6,5.7,5.3,10.0,1,1,36,15,1261000.0,1
PSN037291,46,27,bachelors,158900.0,middle,0.0,1,high,1,0,0.244,0,0,7.7,5.1,1.8,3.3,4.1,0,0,28,18,228600.0,0
PSN037292,39,14,some_college,105100.0,lower_mid,8300.0,1,medium,0,0,0.355,1,51,4.9,9.4,10.0,0.0,7.9,0,1,21,18,962300.0,0
PSN037293,38,11,some_college,78300.0,bottom,0.0,0,high,2,0,0.297,1,61,6.9,5.3,4.9,0.5,9.5,0,0,36,2,126900.0,0
PSN037294,59,36,some_college,73100.0,lower_mid,0.0,1,high,0,0,0.523,0,2,8.0,4.8,6.3,4.1,8.3,0,0,38,21,662900.0,0
PSN037295,44,25,high_school,51400.0,middle,0.0,0,high,2,0,0.242,0,10,3.7,0.6,1.3,5.5,5.7,1,0,24,20,91700.0,0
PSN037296,36,14,high_school,68800.0,top,0.0,1,low,0,0,0.565,0,23,6.1,4.4,2.0,6.6,9.3,0,1,28,8,373800.0,0
PSN037297,53,35,high_school,44300.0,upper_mid,0.0,1,medium,0,0,0.215,1,37,9.8,3.9,6.0,1.0,7.6,1,0,37,16,776500.0,0
PSN037298,32,7,high_school,57100.0,lower_mid,128600.0,0,low,1,0,0.254,0,0,5.2,2.2,5.5,7.8,6.5,1,0,34,0,96900.0,0
PSN037299,36,11,bachelors,62500.0,bottom,0.0,0,medium,1,0,0.313,1,57,4.3,8.6,5.0,0.0,8.8,1,1,19,17,305600.0,0
PSN037300,56,32,bachelors,39900.0,bottom,0.0,1,low,2,0,0.356,1,65,3.9,3.1,4.6,6.0,9.8,1,1,24,32,495400.0,0
PSN037301,70,51,graduate,152000.0,top,0.0,1,medium,0,0,0.498,0,2,1.5,8.1,1.0,1.6,6.7,0,1,27,43,1975500.0,1
PSN037302,77,55,some_college,250400.0,middle,0.0,1,medium,0,0,0.438,1,49,9.0,8.2,5.3,0.0,7.8,1,1,23,54,19765900.0,1
PSN037303,56,35,high_school,85200.0,bottom,0.0,1,high,1,0,0.265,0,8,7.2,6.9,6.2,4.4,10.0,0,1,28,28,217100.0,0
PSN037304,53,30,some_college,105700.0,top,27500.0,1,high,2,0,0.146,1,0,5.4,7.4,3.3,5.0,9.2,0,1,28,25,749400.0,0
PSN037305,52,27,high_school,67400.0,upper_mid,0.0,0,low,0,0,0.128,0,4,6.6,3.2,3.0,2.1,10.0,1,0,21,31,128200.0,0
PSN037306,41,20,some_college,124900.0,middle,0.0,0,low,1,0,0.219,0,16,5.6,9.4,8.7,4.9,7.0,0,1,28,13,132800.0,0
PSN037307,22,0,bachelors,72400.0,bottom,0.0,1,high,0,1,0.417,1,87,6.9,3.3,1.7,5.1,5.6,0,0,40,0,135800.0,0
PSN037308,42,18,high_school,59600.0,bottom,0.0,0,medium,1,0,0.049,0,7,6.0,6.1,5.6,4.2,5.1,0,1,32,10,3500.0,0
PSN037309,32,9,bachelors,27400.0,top,376600.0,1,low,2,0,0.209,1,72,8.2,4.6,3.6,2.0,5.6,0,1,34,0,760900.0,1
PSN037310,69,48,some_college,49500.0,lower_mid,0.0,0,high,0,0,0.154,1,30,6.9,2.8,8.4,4.3,6.4,1,0,33,36,86600.0,0
PSN037311,60,34,high_school,136000.0,upper_mid,443700.0,0,medium,1,0,0.178,1,51,3.3,1.6,5.6,3.3,5.6,0,1,36,24,2885100.0,1
PSN037312,38,14,high_school,104600.0,middle,0.0,0,low,1,1,0.44,0,21,8.2,3.5,5.8,4.6,6.4,1,1,35,3,102700.0,0
PSN037313,51,28,bachelors,114400.0,upper_mid,0.0,1,low,1,1,0.269,1,15,10.0,6.9,1.2,4.7,8.4,0,1,40,11,867400.0,0
PSN037314,32,7,some_college,53100.0,middle,0.0,0,low,1,0,0.173,0,14,5.2,6.1,3.9,4.4,8.4,1,1,18,14,-11300.0,0
PSN037315,50,30,bachelors,39500.0,lower_mid,0.0,1,high,0,0,0.142,1,85,9.8,4.1,8.4,0.2,8.6,1,1,34,16,246700.0,0
PSN037316,40,19,some_college,68500.0,lower_mid,189900.0,1,medium,2,1,0.462,1,67,3.9,6.8,7.8,8.2,7.4,0,1,24,16,1101100.0,1
PSN037317,45,23,graduate,212400.0,lower_mid,0.0,1,medium,0,0,0.115,1,81,7.7,6.1,8.2,1.7,10.0,0,1,21,24,1163500.0,0
PSN037318,59,37,some_college,47300.0,lower_mid,0.0,1,low,1,0,0.259,1,21,7.5,6.1,7.2,4.5,6.4,0,1,32,27,958600.0,1
PSN037319,53,31,bachelors,70800.0,lower_mid,27100.0,1,medium,0,0,0.121,0,13,5.0,4.7,3.8,5.5,6.0,0,1,19,34,309800.0,0
PSN037320,54,28,high_school,68800.0,upper_mid,0.0,1,high,1,0,0.082,0,17,5.7,7.8,5.5,0.0,10.0,0,0,18,36,167600.0,0
PSN037321,42,17,bachelors,161500.0,bottom,62800.0,0,medium,3,0,0.167,1,41,7.5,8.6,7.8,0.0,10.0,1,1,28,14,301100.0,0
PSN037322,35,10,graduate,68800.0,lower_mid,0.0,0,medium,0,0,0.255,1,96,7.1,5.5,4.5,3.6,9.4,0,1,23,12,227700.0,0
PSN037323,29,3,high_school,68800.0,middle,361000.0,0,medium,2,1,0.169,0,11,10.0,4.1,7.0,9.4,5.4,1,1,30,0,150000.0,0
PSN037324,25,1,bachelors,104100.0,bottom,0.0,1,medium,0,0,0.417,0,10,7.9,2.7,7.3,6.0,5.1,0,0,31,0,50100.0,0
PSN037325,47,28,some_college,134700.0,middle,0.0,0,medium,0,0,0.074,0,5,6.4,7.1,4.9,4.7,10.0,1,1,24,23,7500.0,0
PSN037326,41,16,bachelors,161400.0,upper_mid,0.0,1,medium,1,0,0.276,0,12,6.1,6.7,5.9,1.8,4.9,0,1,25,16,188200.0,0
PSN037327,22,0,high_school,54100.0,upper_mid,611600.0,1,medium,2,0,0.213,0,0,4.2,3.7,5.7,1.8,8.6,0,1,21,1,483000.0,0
PSN037328,30,7,high_school,24100.0,bottom,0.0,0,low,1,0,0.025,0,14,6.7,6.1,4.3,5.7,5.5,0,1,25,5,-8400.0,0
PSN037329,26,3,bachelors,71600.0,middle,242800.0,0,medium,3,0,0.241,0,15,4.0,3.5,6.0,1.4,7.4,0,1,36,0,153300.0,0
PSN037330,52,34,bachelors,104800.0,upper_mid,0.0,1,high,0,0,0.459,1,58,9.0,6.7,6.2,1.5,5.3,0,1,18,34,5048800.0,1
PSN037331,56,31,bachelors,133400.0,bottom,0.0,0,low,1,1,0.134,1,32,5.2,4.8,6.7,0.3,6.4,0,1,21,35,1679600.0,0
PSN037332,29,5,some_college,146300.0,upper_mid,450000.0,0,medium,1,0,0.527,1,52,8.1,9.7,7.1,0.0,8.3,0,1,26,3,719700.0,0
PSN037333,49,25,some_college,51600.0,middle,0.0,0,high,3,1,0.098,0,2,6.9,5.6,2.1,1.7,8.6,0,1,21,28,-19200.0,0
PSN037334,33,7,some_college,66300.0,top,0.0,1,medium,1,0,0.385,1,74,3.9,4.2,4.0,5.4,2.5,0,1,23,10,278300.0,0
PSN037335,42,17,graduate,33900.0,lower_mid,40400.0,1,low,1,0,0.312,1,66,6.0,7.4,4.5,6.4,8.9,1,1,18,24,217300.0,0
PSN037336,30,6,graduate,54800.0,bottom,0.0,0,high,1,0,0.156,1,41,7.5,0.9,6.0,4.1,7.9,1,1,30,0,1700.0,0
PSN037337,48,23,bachelors,111800.0,upper_mid,0.0,1,low,3,0,0.355,0,8,5.9,8.4,0.0,3.7,7.6,0,1,18,30,1054500.0,0
PSN037338,60,41,graduate,81600.0,top,0.0,1,medium,0,0,0.23,1,54,10.0,6.0,2.2,4.3,3.7,0,1,18,42,4295000.0,1
PSN037339,50,28,graduate,171100.0,lower_mid,41400.0,1,low,1,0,0.129,1,56,4.9,7.4,6.1,0.0,6.1,0,1,27,23,517500.0,0
PSN037340,61,36,some_college,84800.0,top,472400.0,1,high,0,1,0.238,0,10,2.3,7.3,1.9,1.5,7.0,1,0,25,36,1199100.0,0
PSN037341,45,23,some_college,58500.0,lower_mid,0.0,1,low,2,1,0.27,1,35,6.4,3.6,4.1,1.7,8.1,0,1,26,19,446000.0,0
PSN037342,26,3,high_school,129600.0,top,3069000.0,0,high,1,0,0.146,0,6,4.2,3.1,4.6,4.9,4.9,1,0,33,0,1597700.0,0
PSN037343,39,14,high_school,56900.0,middle,0.0,1,high,1,1,0.452,0,14,2.6,5.8,5.4,5.9,6.9,0,0,22,17,181100.0,0
PSN037344,26,0,bachelors,69700.0,middle,0.0,0,medium,1,0,0.137,1,73,0.1,4.9,6.4,5.6,7.6,1,0,28,0,-15700.0,0
PSN037345,42,19,high_school,37200.0,top,0.0,1,low,1,0,0.177,1,47,7.0,3.0,5.3,5.6,8.1,0,0,28,14,269200.0,0
PSN037346,38,15,graduate,108600.0,bottom,0.0,0,low,0,0,0.112,0,0,6.4,6.5,4.3,3.1,6.9,0,1,20,18,84800.0,0
PSN037347,54,31,some_college,56000.0,bottom,0.0,1,low,0,0,0.348,0,5,7.0,7.8,5.2,3.8,9.7,1,1,30,24,617600.0,0
PSN037348,31,9,some_college,59500.0,upper_mid,0.0,0,low,2,0,0.203,0,9,0.8,6.1,4.9,3.9,9.0,1,0,26,5,-1100.0,0
PSN037349,40,21,bachelors,169500.0,top,1823500.0,1,high,1,0,0.146,0,20,8.0,7.9,1.6,0.0,7.5,0,0,35,5,2359100.0,0
PSN037350,42,21,bachelors,187400.0,lower_mid,0.0,1,high,1,0,0.295,0,4,4.4,3.1,1.8,0.8,5.5,1,0,36,6,241800.0,0
PSN037351,39,13,high_school,27800.0,bottom,0.0,0,low,1,0,0.266,0,3,7.9,4.6,7.4,2.0,6.7,0,0,22,17,63500.0,0
PSN037352,52,31,high_school,73800.0,top,104500.0,1,medium,2,0,0.273,0,10,6.1,2.5,0.0,4.3,1.4,1,0,26,26,908200.0,0
PSN037353,39,17,some_college,60600.0,middle,52300.0,1,high,0,0,0.123,0,12,5.6,6.7,5.4,4.3,9.1,1,1,18,21,105200.0,0
PSN037354,53,32,high_school,69500.0,top,5464200.0,1,low,3,0,0.23,0,0,3.5,6.3,5.4,3.0,5.8,0,1,23,30,14363500.0,1
PSN037355,47,24,high_school,44500.0,upper_mid,0.0,1,medium,1,0,0.195,0,11,7.1,7.0,8.5,6.0,2.9,1,0,22,25,253000.0,0
PSN037356,32,6,high_school,33100.0,bottom,0.0,1,high,0,0,0.053,0,0,4.7,0.5,5.6,10.0,6.2,0,0,31,1,27800.0,0
PSN037357,56,36,graduate,76400.0,middle,0.0,1,medium,0,0,0.287,0,0,0.0,8.6,7.7,0.0,10.0,1,1,18,38,481600.0,0
PSN037358,41,17,graduate,52200.0,middle,0.0,1,low,1,0,0.188,1,49,7.3,6.8,4.5,1.1,5.6,0,1,35,6,201900.0,0
PSN037359,22,2,some_college,35000.0,middle,73600.0,1,medium,1,0,0.285,1,37,4.0,2.6,2.9,7.2,7.8,1,0,32,0,160600.0,0
PSN037360,55,31,bachelors,190600.0,top,338400.0,1,low,0,0,0.571,0,16,6.6,5.2,5.6,7.0,7.6,0,1,35,20,2506800.0,1
PSN037361,40,13,bachelors,140500.0,bottom,0.0,0,medium,1,0,0.336,1,50,7.3,8.1,8.9,4.0,5.8,1,1,32,8,517200.0,0
PSN037362,68,41,high_school,18400.0,lower_mid,18000.0,1,medium,0,0,0.144,0,3,7.3,6.5,4.4,0.0,7.4,0,1,18,50,177600.0,0
PSN037363,50,29,bachelors,46700.0,middle,0.0,1,low,1,0,0.39,1,66,9.4,5.9,5.8,0.4,5.4,0,0,27,23,862400.0,1
PSN037364,40,18,some_college,89000.0,upper_mid,0.0,1,medium,1,0,0.087,1,67,8.3,2.1,8.2,2.7,10.0,1,1,22,18,342000.0,0
PSN037365,53,27,high_school,52200.0,top,603900.0,1,medium,0,0,0.29,1,77,8.8,7.0,6.0,0.3,6.7,0,1,31,22,3129800.0,1
PSN037366,54,32,some_college,51900.0,upper_mid,0.0,0,high,5,0,0.174,0,11,2.6,8.8,6.5,2.4,5.1,1,1,18,36,133400.0,0
PSN037367,33,12,bachelors,129700.0,middle,0.0,0,low,0,1,0.221,0,0,7.5,2.0,8.2,6.3,9.2,1,0,33,0,24700.0,0
PSN037368,51,30,graduate,77200.0,upper_mid,0.0,1,low,1,1,0.127,1,35,5.9,7.0,4.3,7.3,7.4,0,1,18,33,2281800.0,1
PSN037369,39,10,some_college,79900.0,bottom,0.0,0,low,1,1,0.161,0,5,4.9,8.0,6.6,0.0,9.8,0,1,24,15,-64700.0,0
PSN037370,51,27,graduate,79400.0,middle,50600.0,1,low,1,0,0.329,1,40,4.8,8.7,5.8,1.2,8.9,0,1,29,22,853900.0,0
PSN037371,63,39,high_school,115600.0,top,237700.0,1,high,2,0,0.237,1,43,7.8,9.0,0.4,3.2,8.5,1,1,18,45,3022700.0,1
PSN037372,34,13,bachelors,41900.0,bottom,0.0,0,high,1,0,0.168,1,49,6.3,9.1,3.9,2.2,8.8,0,1,20,14,81400.0,0
PSN037373,49,28,bachelors,110700.0,top,0.0,1,low,0,0,0.179,0,4,7.9,6.7,4.8,5.3,6.3,1,1,18,31,730500.0,0
PSN037374,63,43,graduate,214200.0,upper_mid,457700.0,1,medium,3,0,0.205,1,100,7.9,7.8,6.7,5.8,8.4,1,1,18,45,28748500.0,1
PSN037375,32,6,some_college,88700.0,middle,650200.0,0,medium,1,0,0.309,0,0,4.3,7.0,7.6,3.1,1.3,0,0,24,8,421800.0,0
PSN037376,57,32,some_college,81900.0,upper_mid,0.0,0,low,0,0,0.147,0,0,8.5,1.6,6.4,0.0,8.9,0,1,30,27,227000.0,0
PSN037377,45,21,some_college,54500.0,bottom,0.0,1,low,0,0,0.342,1,58,6.6,3.3,5.2,3.0,6.6,1,0,31,14,372800.0,0
PSN037378,36,14,graduate,140700.0,upper_mid,462200.0,1,low,1,0,0.207,0,2,4.2,5.0,4.6,1.7,5.4,0,1,23,13,794900.0,0
PSN037379,45,22,bachelors,56300.0,lower_mid,0.0,1,medium,0,0,0.159,0,5,4.4,4.0,5.9,3.7,7.2,0,1,30,15,188000.0,0
PSN037380,38,11,bachelors,66200.0,middle,0.0,0,high,0,0,0.239,0,10,4.4,6.6,6.0,6.8,8.8,0,1,27,11,61800.0,0
PSN037381,35,11,bachelors,36500.0,middle,0.0,1,high,4,0,0.545,1,42,7.5,9.1,2.9,4.6,7.7,1,1,21,14,294400.0,0
PSN037382,39,17,some_college,40000.0,lower_mid,675200.0,0,medium,0,0,0.19,0,11,4.7,5.8,7.0,0.0,3.6,0,1,26,13,756900.0,0
PSN037383,37,16,high_school,25400.0,lower_mid,0.0,1,medium,0,0,0.098,0,7,7.8,6.1,9.9,5.3,4.8,0,1,23,14,162400.0,0
PSN037384,51,20,graduate,84400.0,upper_mid,0.0,1,medium,2,0,0.198,1,56,8.2,8.5,9.8,1.7,3.1,0,1,18,33,2411700.0,1
PSN037385,48,24,graduate,61600.0,lower_mid,609300.0,1,high,1,0,0.2,0,14,5.7,7.1,8.6,7.3,10.0,0,1,18,30,991100.0,0
PSN037386,44,20,high_school,131600.0,bottom,67800.0,1,low,0,0,0.21,0,0,6.9,6.6,8.9,1.2,10.0,0,1,40,4,393500.0,0
PSN037387,39,15,some_college,65500.0,upper_mid,0.0,1,low,2,0,0.233,0,7,6.7,4.0,2.1,3.0,7.6,0,1,23,16,473100.0,0
PSN037388,37,14,some_college,64700.0,bottom,0.0,1,low,2,0,0.512,1,23,8.1,3.4,2.6,6.8,7.2,1,1,29,8,568100.0,0
PSN037389,51,25,bachelors,121500.0,lower_mid,0.0,1,medium,2,0,0.179,1,32,5.1,6.2,5.8,0.0,8.0,0,0,29,22,337700.0,0
PSN037390,37,14,graduate,160700.0,bottom,0.0,0,low,3,0,0.433,1,67,6.3,5.6,5.6,5.8,8.2,1,1,26,11,872500.0,0
PSN037391,47,22,some_college,139400.0,lower_mid,0.0,0,low,1,1,0.156,1,100,6.2,7.1,0.0,6.9,8.2,0,1,29,18,546200.0,0
PSN037392,35,12,bachelors,38200.0,top,47700.0,0,medium,0,0,0.255,1,59,6.0,8.5,2.3,4.6,6.8,1,0,18,17,184400.0,0
PSN037393,33,5,high_school,45500.0,middle,20800.0,1,medium,1,0,0.172,1,42,2.5,8.2,4.1,3.5,9.7,1,1,25,8,85800.0,0
PSN037394,39,16,high_school,73700.0,lower_mid,0.0,1,medium,3,0,0.293,1,54,2.5,7.0,4.6,2.7,8.1,0,1,23,16,306000.0,0
PSN037395,47,24,some_college,82300.0,upper_mid,0.0,1,low,2,0,0.312,0,0,3.0,9.4,2.3,5.4,6.3,0,1,31,16,291100.0,0
PSN037396,52,25,bachelors,116500.0,upper_mid,0.0,1,low,2,0,0.114,0,0,4.8,10.0,7.9,1.4,9.5,0,0,32,20,310100.0,0
PSN037397,51,28,high_school,43100.0,middle,0.0,1,high,0,0,0.047,0,3,3.6,1.3,6.2,0.0,4.5,1,0,27,24,55400.0,0
PSN037398,35,16,high_school,41300.0,lower_mid,0.0,1,medium,0,0,0.435,0,9,3.2,3.1,1.1,9.0,6.5,1,0,18,17,163700.0,0
PSN037399,47,25,bachelors,455100.0,upper_mid,208600.0,1,medium,0,0,0.315,1,44,7.7,7.0,6.1,4.6,8.5,1,0,42,5,3264700.0,0
PSN037400,47,22,high_school,104600.0,top,139900.0,1,medium,1,0,0.178,1,83,3.8,8.6,4.4,0.9,7.2,0,0,18,29,1054700.0,0
PSN037401,63,44,high_school,86600.0,top,0.0,1,low,0,0,0.101,1,100,5.4,1.1,5.2,6.0,5.2,1,0,29,34,2171900.0,1
PSN037402,25,6,bachelors,93600.0,middle,0.0,1,low,1,0,0.445,1,57,3.0,2.4,8.6,10.0,6.5,0,0,29,0,344700.0,0
PSN037403,62,36,bachelors,199300.0,bottom,0.0,0,medium,2,0,0.286,1,48,1.8,7.6,3.1,2.1,7.7,0,0,29,33,3382100.0,0
PSN037404,23,0,high_school,48600.0,middle,0.0,0,low,1,0,0.355,0,6,10.0,4.2,7.2,6.3,10.0,0,1,26,0,7600.0,0
PSN037405,38,18,high_school,35700.0,lower_mid,71100.0,0,low,2,0,0.185,0,9,7.1,4.9,6.1,9.8,10.0,1,1,39,0,97300.0,0
PSN037406,49,25,high_school,115900.0,bottom,0.0,1,medium,1,0,0.035,0,13,6.5,5.4,6.1,3.5,8.1,1,1,18,31,170800.0,0
PSN037407,36,18,high_school,80100.0,lower_mid,0.0,1,medium,0,0,0.27,1,49,5.1,5.8,2.8,2.4,5.7,0,1,33,3,371400.0,0
PSN037408,30,5,high_school,44900.0,top,177400.0,0,medium,3,0,0.035,0,0,3.1,3.6,5.5,3.6,8.5,1,0,28,2,89700.0,0
PSN037409,40,16,graduate,167400.0,top,294500.0,1,medium,2,0,0.6,1,28,9.1,9.3,5.6,2.6,6.6,0,1,24,16,2711600.0,1
PSN037410,22,0,bachelors,108400.0,upper_mid,0.0,1,medium,0,0,0.195,1,60,6.1,10.0,3.9,3.8,10.0,1,1,34,0,149900.0,0
PSN037411,33,15,some_college,101900.0,top,334600.0,0,high,0,0,0.372,1,70,5.8,3.4,7.8,2.9,5.5,0,1,22,11,885600.0,0
PSN037412,45,24,bachelors,163000.0,bottom,0.0,0,medium,1,0,0.141,0,0,6.9,4.3,7.3,7.5,8.3,0,0,32,13,158000.0,0
PSN037413,51,25,some_college,161200.0,middle,0.0,1,low,2,0,0.289,0,22,8.0,7.9,5.5,0.0,7.8,0,1,18,33,618700.0,0
PSN037414,60,34,graduate,96200.0,bottom,84400.0,1,low,1,0,0.339,1,93,7.8,9.0,8.8,2.3,7.9,0,1,28,32,7425000.0,1
PSN037415,30,5,high_school,59900.0,middle,0.0,0,high,2,0,0.097,1,33,6.1,1.4,6.2,5.5,6.5,0,0,35,0,4700.0,0
PSN037416,26,9,graduate,131100.0,lower_mid,21200.0,1,medium,1,0,0.403,1,68,7.5,7.0,2.4,1.1,10.0,0,1,28,0,537800.0,0
PSN037417,41,13,graduate,99800.0,upper_mid,0.0,0,medium,3,0,0.289,1,41,5.6,5.2,7.0,3.7,10.0,0,1,36,5,251400.0,0
PSN037418,35,11,high_school,30000.0,middle,0.0,0,medium,1,1,0.393,0,6,5.9,4.1,4.1,4.6,4.8,1,1,28,7,-18200.0,0
PSN037419,53,23,high_school,46700.0,top,135900.0,1,medium,0,1,0.143,1,44,2.2,5.9,6.2,2.2,7.5,0,0,18,35,1163500.0,1
PSN037420,66,43,high_school,43600.0,bottom,0.0,0,medium,2,0,0.222,0,0,5.5,8.3,3.8,0.0,10.0,0,0,31,35,602800.0,0
PSN037421,40,15,bachelors,51000.0,bottom,0.0,0,medium,3,0,0.109,1,43,1.9,2.2,10.0,5.8,5.7,0,1,39,1,28800.0,0
PSN037422,53,31,high_school,76800.0,upper_mid,1664100.0,0,low,1,0,0.321,1,75,7.9,4.0,6.9,5.3,5.7,0,1,18,35,8749400.0,1
PSN037423,50,23,bachelors,118100.0,middle,141800.0,1,low,1,1,0.028,1,31,6.2,8.3,1.9,0.0,9.1,0,1,21,29,543900.0,0
PSN037424,33,8,graduate,129200.0,bottom,0.0,1,low,2,0,0.237,1,45,5.3,5.3,5.3,2.5,0.0,0,1,30,3,228800.0,0
PSN037425,28,4,graduate,57000.0,upper_mid,89700.0,1,low,1,0,0.446,0,3,9.1,7.6,3.4,5.3,8.5,0,1,38,0,137500.0,0
PSN037426,64,40,high_school,68500.0,middle,0.0,1,medium,2,0,0.277,1,55,9.6,4.5,7.6,3.2,3.8,1,0,38,26,725200.0,0
PSN037427,27,0,high_school,99400.0,upper_mid,0.0,0,high,1,0,0.146,1,83,8.7,4.1,2.2,1.7,9.0,0,0,26,1,7800.0,0
PSN037428,33,12,bachelors,24600.0,lower_mid,308700.0,0,low,0,0,0.35,1,60,4.7,2.6,5.1,2.9,4.0,0,1,28,5,638800.0,1
PSN037429,44,21,bachelors,69800.0,upper_mid,0.0,1,medium,3,0,0.098,1,51,5.6,8.0,4.9,4.9,6.2,0,1,19,25,454500.0,0
PSN037430,53,30,high_school,39900.0,upper_mid,0.0,0,high,1,0,0.292,1,53,7.9,5.3,5.6,0.0,4.2,0,0,19,34,472400.0,0
PSN037431,26,1,graduate,99100.0,middle,0.0,1,high,1,0,0.501,1,48,6.9,4.3,2.1,3.2,8.1,0,1,23,3,191300.0,0
PSN037432,49,30,bachelors,117800.0,middle,18600.0,0,low,1,0,0.437,0,10,5.4,8.4,8.7,6.0,9.8,0,1,19,30,546400.0,0
PSN037433,34,13,graduate,133400.0,lower_mid,0.0,1,medium,1,0,0.225,1,73,4.7,4.9,5.5,0.4,2.8,0,1,18,16,443400.0,0
PSN037434,49,26,bachelors,125400.0,upper_mid,0.0,1,low,1,0,0.317,0,4,5.4,7.8,4.7,2.1,10.0,0,1,25,24,780400.0,0
PSN037435,37,14,bachelors,57200.0,middle,0.0,1,high,2,1,0.153,1,55,8.6,3.8,4.4,1.2,7.6,0,0,38,0,136600.0,0
PSN037436,37,12,graduate,188100.0,top,0.0,1,medium,2,0,0.101,1,54,5.0,10.0,5.7,2.8,10.0,1,1,25,12,260700.0,0
