coin,hour_ts,ts,mid,mark,oracle,premium,funding,oi,day_vlm,bid,ask,bid_depth,ask_depth,net_szi,net_signed_notional,gross_notional,mean_leverage,n_long,n_short,binance_funding,binance_perp,binance_spot,bybit_funding,bybit_perp,n_posts,mean_sentiment,pos_frac,neg_frac,usdt_mcap,usdc_mcap,trend_bitcoin,trend_bitcoin_price,trend_buy_bitcoin,trend_coinbase,trend_crypto_crash,trend_cryptocurrency,trend_dollar,trend_ethereum,trend_how_to_buy_crypto,trend_oil,trend_recession,trend_sell_bitcoin,trend_weather,value,classification,gold_paxg,funding_div_binance,funding_div_bybit,basis_binance,collector_up,hour_of_day,day_of_week,is_weekend,session,ret,resid_ret,ret_xrank
HYPE,1786849200,1786852740.0,56.9305,56.933,56.925,8.78349e-05,1.25e-05,22172356.560000036,81468923.93028997,56.93,56.931,4994.90004,10519.111230000002,-2643609.7199999997,-150495421.17133,153612532.33297,7.882352941176471,2.0,15.0,2.997e-05,,56.925,7.65e-06,,3.0,-0.3055333333333333,0.0,0.3333333333333333,183021531699.8318,71861261870.658,57.0,64.0,36.0,40.0,48.0,42.0,65.0,51.0,12.0,84.0,49.0,30.0,78.0,34,Fear,4378.9,-1.747e-05,4.850000000000001e-06,0.005500000000004945,True,3,6,1,asia,-0.004285052163951253,,0.25
HYPE,1786852800,1786856340.0,57.0735,57.077,57.0835,-3.854e-05,1.25e-05,22178653.640000027,79006650.37006988,57.073,57.074,11908.45908,10894.520760000001,-2644031.56,-151021823.40452,154141020.32832,7.882352941176471,2.0,15.0,2.997e-05,,57.076,7.65e-06,,4.0,0.280425,0.75,0.25,183021531699.8318,71861261870.658,60.0,73.0,53.0,45.0,0.0,75.0,60.0,52.0,17.0,84.0,76.0,34.0,64.0,34,Fear,4377.69,-1.747e-05,4.850000000000001e-06,-0.0024999999999977263,True,4,6,1,asia,0.0025118346053520924,,1.0
HYPE,1786856400,1786859940.0,56.8385,56.839,56.8531,-0.0002304184,1.25e-05,22166403.500000004,76109307.13673021,56.842,56.846,15056.13177,7340.19324,-2646567.27,-150493269.56655198,153612120.867672,7.882352941176471,2.0,15.0,2.997e-05,,56.87,7.65e-06,,14.0,-0.03137142857142856,0.21428571428571427,0.35714285714285715,183021531699.8318,71861261870.658,52.0,64.0,58.0,36.0,48.0,58.0,55.0,64.0,14.0,81.0,54.0,31.0,56.0,34,Fear,4381.69,-1.747e-05,4.850000000000001e-06,-0.03149999999999409,True,5,6,1,asia,-0.004117497612727394,,0.25
HYPE,1786860000,1786863540.0,57.0435,57.042,57.045,-1.0518e-05,1.25e-05,22159413.560000062,77814549.93717034,57.037,57.038,5491.974679999999,5119.469889999999,-2644837.91,-150749549.62018,153864516.53926,7.882352941176471,2.0,15.0,2.997e-05,,57.047,7.65e-06,,8.0,0.53125,1.0,0.0,183021531699.8318,71861261870.658,52.0,62.0,48.0,52.0,32.0,46.0,50.0,65.0,11.0,71.0,41.0,25.0,57.0,34,Fear,4379.9,-1.747e-05,4.850000000000001e-06,-0.0034999999999953957,True,6,6,1,asia,0.003606710240418032,,1.0
HYPE,1786863600,1786867140.0,57.4495,57.449,57.452,-2.26276e-05,1.25e-05,22195338.360000037,81033315.83551028,57.449,57.45,7636.77137,33249.8284,-2651596.75,-152296964.72893,155429994.90283,7.882352941176471,2.0,15.0,2.997e-05,,57.446,7.65e-06,,4.0,-0.1707,0.25,0.5,183021531699.8318,71861261870.658,54.0,58.0,66.0,35.0,40.0,51.0,47.0,70.0,10.0,68.0,42.0,40.0,60.0,34,Fear,4379.38,-1.747e-05,4.850000000000001e-06,0.003500000000002501,True,7,6,1,asia,0.0071173753363660275,,1.0
HYPE,1786867200,1786870740.0,57.4985,57.499,57.5015,-4.34771e-05,1.25e-05,22224426.42000004,80380825.95394011,57.498,57.499,82134.68281,1027594.85396,-2656163.98,-152720534.46633,155855989.61883,7.882352941176471,2.0,15.0,2.997e-05,,57.505,7.65e-06,,3.0,0.6204666666666666,1.0,0.0,183021531699.8318,71861261870.658,48.0,56.0,26.0,32.0,34.0,40.0,43.0,54.0,8.0,63.0,37.0,20.0,59.0,34,Fear,4379.01,-1.747e-05,4.850000000000001e-06,-0.006500000000002615,True,8,6,1,europe,0.0008529230019407308,0.0006696629225481695,1.0
HYPE,1786870800,1786874340.0,57.4285,57.429,57.4205,0.0001114585,1.25e-05,22247088.940000035,82056861.8422003,57.428,57.429,13281.318999999998,12565.21789,-2657544.42,-152603706.456189,155741420.315227,7.882352941176471,2.0,15.0,2.997e-05,,57.423,7.65e-06,,21.0,0.08570952380952382,0.38095238095238093,0.2857142857142857,183021531699.8318,71861261870.658,45.0,57.0,28.0,33.0,35.0,38.0,42.0,56.0,13.0,63.0,39.0,20.0,54.0,34,Fear,4379.79,-1.747e-05,4.850000000000001e-06,0.00549999999999784,True,9,6,1,europe,-0.0012174230632103766,4.868624355392967e-05,0.75
HYPE,1786874400,1786877940.0,57.3255,57.326,57.327,0.0,1.25e-05,22255674.440000024,81928576.66740014,57.325,57.326,8597.06039,3621.4270499999993,-2658224.78,-152457288.28204,155591977.27043998,7.882352941176471,2.0,15.0,2.997e-05,,57.329,7.65e-06,,0.0,,,,183021531699.8318,71861261870.658,48.0,60.0,27.0,36.0,36.0,41.0,46.0,57.0,7.0,73.0,36.0,23.0,56.0,34,Fear,4377.58,-1.747e-05,4.850000000000001e-06,-0.003500000000002501,True,10,6,1,europe,-0.00179353456907283,-0.002035198292742663,0.25
HYPE,1786878000,1786881480.0,57.3605,57.3598,57.362,-1.74331e-05,1.25e-05,22254348.040000007,81918047.16318992,57.36,57.361,13620.385520000002,44686.40024,-2657297.6799999997,-152422584.170654,155556606.084254,7.882352941176471,2.0,15.0,2.997e-05,,57.375,7.65e-06,,9.0,-0.1995111111111111,0.1111111111111111,0.4444444444444444,183021531699.8318,71861261870.658,47.0,57.0,28.0,35.0,25.0,33.0,53.0,55.0,8.0,63.0,40.0,23.0,62.0,34,Fear,4377.18,-1.747e-05,4.850000000000001e-06,-0.014499999999998181,True,11,6,1,europe,0.0006105485342475792,0.00042833086901210553,1.0
HYPE,1786881600,1786885140.0,57.1805,57.183,57.192,-9.26703e-05,1.25e-05,22255611.44000002,81170665.71238008,57.18,57.181,14607.042570000001,10706.893709999998,-2657875.37,-152059501.541,155187177.70954,7.882352941176471,2.0,15.0,2.997e-05,,57.199,7.65e-06,,0.0,,,,183021531699.8318,71861261870.658,52.0,56.0,33.0,33.0,33.0,32.0,59.0,50.0,9.0,69.0,40.0,20.0,65.0,34,Fear,4375.19,-1.747e-05,4.850000000000001e-06,-0.018499999999995964,True,12,6,1,europe,-0.003138047959832968,-0.0030596586919537155,0.25
HYPE,1786885200,1786888740.0,57.1715,57.177,57.188,-0.000279779,1.25e-05,22259762.480000027,79410435.05070974,57.171,57.172,27334.29222,21596.391240000004,-2653775.02,-151751162.336256,154875527.470332,7.882352941176471,2.0,15.0,2.997e-05,,57.191,7.65e-06,,12.0,0.019316666666666666,0.25,0.25,183021531699.8318,71861261870.658,43.0,63.0,22.0,34.0,36.0,28.0,57.0,48.0,9.0,70.0,38.0,21.0,62.0,34,Fear,4376.23,-1.747e-05,4.850000000000001e-06,-0.01950000000000074,True,13,6,1,us,-0.00015739631517741604,-0.0009715585738449844,0.25
HYPE,1786888800,1786892340.0,57.2085,57.199,57.212,-3.4958e-06,1.25e-05,22260525.96000003,77704204.65833992,57.202,57.204,9688.038209999999,24437.05302,-2648523.48,-151481491.73612,154606698.56694,7.882352941176471,2.0,15.0,2.997e-05,,57.214,7.65e-06,,7.0,0.40408571428571427,0.5714285714285714,0.0,183021531699.8318,71861261870.658,41.0,54.0,22.0,35.0,23.0,28.0,57.0,45.0,9.0,72.0,36.0,22.0,63.0,34,Fear,4374.8,-1.747e-05,4.850000000000001e-06,-0.00549999999999784,True,14,6,1,us,0.0006471756032289111,7.658268438993042e-05,0.5
HYPE,1786892400,1786895940.0,57.4735,57.473,57.4725,8.6998e-06,1.25e-05,22229943.060000025,78093692.63761993,57.473,57.474,2875.2413799999995,23276.478639999998,-2648344.65,-152202286.7067,155337129.46812,7.882352941176471,2.0,15.0,2.997e-05,,57.421,7.65e-06,,10.0,0.20389,0.4,0.0,183021531699.8318,71861261870.658,45.0,52.0,26.0,34.0,22.0,28.0,58.0,42.0,7.0,75.0,35.0,20.0,82.0,34,Fear,4376.76,-1.747e-05,4.850000000000001e-06,0.05250000000000199,True,15,6,1,us,0.004632178784621077,0.0037728876976432556,1.0
HYPE,1786896000,1786899540.0,57.7795,57.774,57.778,1.73076e-05,1.25e-05,22311834.22000002,78092323.92478974,57.779,57.78,29696.533199999998,4012.99284,-2670708.73,-154328802.396644,157479085.833978,7.882352941176471,2.0,15.0,2.997e-05,,57.805,7.65e-06,,23.0,0.07027391304347826,0.34782608695652173,0.21739130434782608,183021531699.8318,71861261870.658,57.0,58.0,49.0,36.0,44.0,32.0,56.0,47.0,13.0,79.0,38.0,28.0,69.0,34,Fear,4380.12,-1.747e-05,4.850000000000001e-06,-0.025500000000000966,True,16,6,1,us,0.005324192888896517,0.0022767503888928694,1.0
HYPE,1786899600,1786903080.0,57.6555,57.6573,57.6755,-0.0003380985,1.25e-05,22328758.480000034,79521194.51561002,57.655,57.656,7092.74727,16362.498699999998,-2672939.5300000003,-154110932.41442,157264458.46866,7.882352941176471,2.0,15.0,2.997e-05,,57.717,7.65e-06,,0.0,,,,183021531699.8318,71861261870.658,54.0,58.0,30.0,43.0,34.0,29.0,65.0,53.0,9.0,83.0,39.0,24.0,58.0,34,Fear,4380.03,-1.747e-05,4.850000000000001e-06,-0.061499999999995225,True,17,6,1,us,-0.0021460898761670455,0.00015631270181279498,0.75
HYPE,1786903200,1786906680.0,57.5755,57.579,57.6085,-0.000550266,1.25e-05,22324736.72000002,81816272.14450012,57.578,57.579,14180.796530000001,1648.0399499999999,-2681571.27,-154434480.176232,157586846.900172,7.882352941176471,2.0,15.0,2.997e-05,,57.634,7.65e-06,,10.0,0.05934999999999999,0.4,0.1,183021531699.8318,71861261870.658,50.0,55.0,27.0,41.0,54.0,29.0,70.0,48.0,11.0,78.0,37.0,18.0,53.0,34,Fear,4377.22,-1.747e-05,4.850000000000001e-06,-0.05850000000000222,True,18,6,1,us,-0.0013875519247947832,-0.0010090570432939453,0.25
HYPE,1786906800,1786910340.0,57.6735,57.671,57.6905,-0.0002652083,1.25e-05,22390407.720000025,81683342.50094976,57.673,57.674,30699.298380000004,11950.11297,-2688439.57,-155141000.83728,158296213.85057998,7.882352941176471,2.0,15.0,2.997e-05,,57.691,7.65e-06,,10.0,0.022170000000000002,0.3,0.2,183021531699.8318,71861261870.658,50.0,61.0,20.0,41.0,22.0,30.0,69.0,48.0,13.0,84.0,41.0,26.0,55.0,34,Fear,4378.43,-1.747e-05,4.850000000000001e-06,-0.0175000000000054,True,19,6,1,us,0.001702112877873363,0.0026666914935537327,1.0
HYPE,1786910400,1786913940.0,57.5645,57.565,57.59,-0.0004045841,1.25e-05,22387561.900000017,79533739.99086998,57.564,57.565,20680.77854,5055.44723,-2686620.89,-154584500.292991,157733652.118671,7.882352941176471,2.0,15.0,2.997e-05,,57.599,7.65e-06,,5.0,0.011619999999999997,0.2,0.2,183021531699.8318,71861261870.658,52.0,62.0,21.0,43.0,27.0,31.0,68.0,52.0,12.0,87.0,47.0,25.0,54.0,34,Fear,4375.74,-1.747e-05,4.850000000000001e-06,-0.0344999999999942,True,20,6,1,us,-0.0018899494568561659,-0.0007440731470860946,0.75
HYPE,1786914000,1786917540.0,57.3555,57.356,57.378,-0.0003834222,1.25e-05,22349732.100000013,86353064.07356995,57.355,57.356,9947.83896,64811.09765,-2682786.8200000003,-153840436.96848,156982863.21568,7.882352941176471,2.0,15.0,2.997e-05,,57.367,7.65e-06,,6.0,0.35231666666666667,0.6666666666666666,0.0,183021531699.8318,71861261870.658,57.0,67.0,22.0,45.0,36.0,32.0,74.0,54.0,14.0,86.0,47.0,24.0,48.0,34,Fear,4375.08,-1.747e-05,4.850000000000001e-06,-0.011499999999998067,True,21,6,1,us,-0.003630709899330342,-0.0012024875197909532,0.5
HYPE,1786917600,1786921140.0,57.2115,57.21,57.241,-0.0005066299,8.2119e-06,22307906.04000001,90443093.39639999,57.211,57.212,17876.63003,11643.502540000001,-2671903.1,-152818131.272131,155952516.612817,7.882352941176471,2.0,15.0,2.997e-05,,57.242,7.65e-06,,8.0,-0.002437500000000009,0.375,0.25,183021531699.8318,71861261870.658,65.0,79.0,24.0,51.0,48.0,36.0,79.0,62.0,11.0,99.0,47.0,32.0,52.0,34,Fear,4383.53,-2.1758099999999998e-05,5.619000000000005e-07,-0.03049999999999642,True,22,6,1,us,-0.0025106572168318575,-0.001389131914095803,0.25
HYPE,1786921200,1786924740.0,57.0995,57.1,57.1155,-0.0002626257,7.7514e-06,22282634.84000003,91760648.3338298,57.099,57.1,42466.0349,13662.145159999998,-2658592.8200000003,-151838287.31061,154962530.04073,7.882352941176471,2.0,15.0,2.997e-05,,57.116,7.65e-06,,11.0,0.04463636363636364,0.18181818181818182,0.18181818181818182,183021531699.8318,71861261870.658,65.0,85.0,28.0,47.0,70.0,39.0,85.0,58.0,11.0,96.0,48.0,32.0,51.0,34,Fear,4368.81,-2.2218599999999998e-05,1.0140000000000042e-07,-0.016500000000000625,True,23,6,1,us,-0.0019576483748896534,-0.001252206932395933,0.25
HYPE,1786924800,1786928340.0,57.3265,57.316,57.322,5.23359e-05,1.25e-05,22268284.060000014,95031100.50995004,57.311,57.325,14777.51157,29094.301860000003,-2652837.81,-152038008.455554,155173448.951414,7.882352941176471,2.0,15.0,2.997e-05,,57.33,7.65e-06,,0.0,,,,182983055984.286,71742047486.13794,63.0,87.0,27.0,57.0,61.0,42.0,98.0,60.0,15.0,94.0,50.0,34.0,72.0,31,Fear,4397.91,-1.747e-05,4.850000000000001e-06,-0.0034999999999953957,True,0,0,0,asia,0.003975516423086134,0.003436688118852729,1.0
HYPE,1786928400,1786931940.0,58.3465,58.346,58.346,0.0,1.25e-05,22269840.459999982,119650021.90497991,58.346,58.347,60249.52761,7053.53937,-2693521.63,-157168596.04151,160351216.58203,7.882352941176471,2.0,15.0,2.997e-05,,58.352,7.65e-06,,0.0,,,,182983055984.286,71742047486.13794,53.0,77.0,29.0,52.0,58.0,37.0,95.0,54.0,16.0,87.0,45.0,17.0,98.0,31,Fear,4392.59,-1.747e-05,4.850000000000001e-06,-0.00549999999999784,True,1,0,0,asia,0.017792818330091498,0.008981231612624532,1.0
HYPE,1786932000,1786935540.0,58.8845,58.8878,58.8585,0.0004332424,1.25e-05,22333838.119999986,130364016.53145991,58.893,58.894,151320.83104,149.01414,-2717362.1500000004,-159986033.38022,163192118.39944,7.882352941176471,2.0,15.0,2.997e-05,58.926,58.884,7.65e-06,58.92,13.0,0.35386153846153845,0.5384615384615384,0.07692307692307693,182983055984.286,71742047486.13794,54.0,78.0,27.0,48.0,38.0,45.0,78.0,58.0,17.0,86.0,49.0,28.0,94.0,31,Fear,4390.38,-1.747e-05,4.850000000000001e-06,0.0005000000000023874,True,2,0,0,asia,0.009220775882015309,-0.0027184791435978864,1.0
HYPE,1786935600,1786939140.0,59.1315,59.131,59.114,0.0001522482,1.25e-05,22380947.879999977,144041021.18818936,59.126,59.127,15603.620549999998,15777.374720000002,-2729891.13,-161376999.28188598,164595988.70336598,7.882352941176471,2.0,15.0,2.997e-05,59.14,59.121,7.65e-06,59.13,0.0,,,,182983055984.286,71742047486.13794,51.0,75.0,29.0,55.0,57.0,40.0,66.0,61.0,8.0,85.0,46.0,40.0,81.0,31,Fear,4395.71,-1.747e-05,4.850000000000001e-06,0.010500000000000398,True,3,0,0,asia,0.004194652242950125,0.002983618364075625,1.0
HYPE,1786939200,1786942740.0,58.8455,58.846,58.836,0.0001529676,1.25e-05,22418113.479999993,151989494.24915004,58.845,58.846,19117.87798,9844.86158,-2740953.89,-161331556.94248,164550867.27456,7.882352941176471,2.0,15.0,5e-05,58.856,58.837,7.65e-06,58.86,0.0,,,,182983055984.286,71742047486.13794,54.0,71.0,49.0,50.0,49.0,42.0,62.0,61.0,9.0,76.0,42.0,26.0,69.0,31,Fear,4388.96,-3.7500000000000003e-05,4.850000000000001e-06,0.008499999999997954,True,4,0,0,asia,-0.004836677574558412,-0.009151906536454962,0.25
HYPE,1786942800,1786946340.0,58.6695,58.6706,58.6725,-4.26094e-05,1.25e-05,22416087.579999976,155471595.13360944,58.669,58.67,39409.040380000006,48394.34198999999,-2742505.0300000003,-161020685.242015,164236008.704211,7.882352941176471,2.0,15.0,5e-05,58.679,58.673,7.65e-06,58.66,6.0,0.07701666666666666,0.5,0.3333333333333333,182983055984.286,71742047486.13794,50.0,69.0,29.0,40.0,35.0,39.0,58.0,69.0,9.0,71.0,40.0,36.0,56.0,31,Fear,4392.34,-3.7500000000000003e-05,4.850000000000001e-06,-0.003500000000002501,True,5,0,0,asia,-0.0029908829052349706,-0.002250343128508405,0.25
HYPE,1786946400,1786949880.0,59.3625,59.363,59.36,3.36927e-05,1.25e-05,22497709.900000002,164415923.48365065,59.37,59.371,26961.545159999998,17229.34957,-2746572.29,-163055881.57867,166298950.80168998,7.882352941176471,2.0,15.0,5e-05,59.285,59.292,7.65e-06,59.29,0.0,,,,182983055984.286,71742047486.13794,50.0,64.0,43.0,36.0,33.0,37.0,52.0,63.0,7.0,67.0,39.0,32.0,54.0,31,Fear,4399.98,-3.7500000000000003e-05,4.850000000000001e-06,0.07049999999999557,True,6,0,0,asia,0.011811929537493882,0.005680789898788817,1.0
HYPE,1786950000,1786953540.0,59.5315,59.529,59.5385,-0.0001091731,1.25e-05,22539358.119999986,172629673.30328986,59.531,59.532,21002.60248,13763.006449999997,-2743639.6100000003,-163464486.146272,166718718.85284,7.882352941176471,2.0,15.0,5e-05,59.557,59.536,7.65e-06,59.54,0.0,,,,182983055984.286,71742047486.13794,52.0,61.0,33.0,40.0,31.0,39.0,53.0,63.0,9.0,66.0,35.0,30.0,50.0,31,Fear,4404.24,-3.7500000000000003e-05,4.850000000000001e-06,-0.0045000000000001705,True,7,0,0,asia,0.002846915140029438,0.008267613839912672,1.0
HYPE,1786953600,1786957140.0,59.0775,59.077,59.0898,-0.0001996961,1.25e-05,22500317.819999985,178334675.5760897,59.077,59.078,27951.7707,10166.352190000003,-2739178.68,-162012694.217078,165251884.916998,7.882352941176471,2.0,15.0,5e-05,59.108,59.082,6.02e-06,59.09,7.0,0.2634142857142857,0.42857142857142855,0.14285714285714285,182983055984.286,71742047486.13794,45.0,57.0,29.0,39.0,30.0,36.0,51.0,53.0,9.0,68.0,37.0,14.0,49.0,31,Fear,4393.59,-3.7500000000000003e-05,6.480000000000001e-06,-0.0045000000000001705,True,8,0,0,europe,-0.007626214693061684,-0.0021764648060433357,0.25
HYPE,1786957200,1786960740.0,59.2955,59.296,59.2995,0.0,1.25e-05,22517358.73999998,178048673.40957028,59.295,59.296,23088.244869999995,13804.765480000002,-2741790.54,-162485823.770022,165727267.78195798,7.882352941176471,2.0,15.0,5e-05,59.313,59.3,6.02e-06,59.31,8.0,0.07147499999999998,0.375,0.25,182983055984.286,71742047486.13794,46.0,59.0,24.0,36.0,30.0,34.0,51.0,55.0,8.0,71.0,39.0,31.0,47.0,31,Fear,4393.77,-3.7500000000000003e-05,6.480000000000001e-06,-0.0045000000000001705,True,9,0,0,europe,0.003690068130844937,0.006312431401070934,1.0
HYPE,1786960800,1786964340.0,59.797,59.804,59.7885,9.19909e-05,1.25e-05,22647121.73999995,192548347.19612944,59.792,59.796,696978.4656900001,44075.63663,-2757347.76,-164884279.35108,168147221.98402,7.823529411764706,2.0,15.0,5e-05,59.81,59.776,6.02e-06,59.8,11.0,-0.14935454545454546,0.09090909090909091,0.36363636363636365,182983055984.286,71742047486.13794,52.0,66.0,25.0,42.0,22.0,38.0,51.0,61.0,8.0,74.0,43.0,26.0,54.0,31,Fear,4398.32,-3.7500000000000003e-05,6.480000000000001e-06,0.02099999999999369,True,10,0,0,europe,0.008457640124461374,-0.0036923102483113687,1.0
HYPE,1786964400,1786967940.0,59.4745,59.475,59.475,0.0,1.25e-05,22735222.41999999,216161846.62820986,59.474,59.475,31058.850960000003,21879.55291,-2777767.54,-165317904.1262,168569706.23612,7.823529411764706,2.0,15.0,5e-05,59.499,59.479,6.02e-06,59.5,5.0,0.18182,0.2,0.0,182983055984.286,71742047486.13794,52.0,74.0,29.0,40.0,44.0,33.0,57.0,60.0,7.0,73.0,40.0,41.0,57.0,31,Fear,4396.72,-3.7500000000000003e-05,6.480000000000001e-06,-0.0045000000000001705,True,11,0,0,europe,-0.005393247152867153,-0.0024583947254603064,0.25
HYPE,1786968000,1786971540.0,59.1725,59.1698,59.178,-8.44909e-05,1.25e-05,22698000.199999977,225327308.83717978,59.168,59.169,29077.892539999997,28351.910519999998,-2774851.05,-164224329.65324998,167462779.22613,7.823529411764706,2.0,15.0,5e-05,59.167,59.152,6.02e-06,59.16,11.0,0.28351818181818184,0.6363636363636364,0.09090909090909091,182983055984.286,71742047486.13794,59.0,90.0,43.0,47.0,0.0,37.0,58.0,88.0,0.0,79.0,41.0,0.0,55.0,31,Fear,4383.9,-3.7500000000000003e-05,6.480000000000001e-06,0.02049999999999841,True,12,0,0,europe,-0.0050778064548672175,-0.004106298548304309,0.25
HYPE,1786971600,1786975080.0,59.1575,59.1562,59.1735,-0.0001351957,1.25e-05,22667764.599999987,238375347.27541032,59.161,59.162,22824.22466,11314.30126,-2770416.4699999997,-163775250.394681,167009504.858777,7.823529411764706,2.0,15.0,5e-05,59.292,59.272,6.02e-06,59.31,24.0,0.2208375,0.375,0.041666666666666664,182983055984.286,71742047486.13794,,,,,,,,,,,,,,31,Fear,4393.75,-3.7500000000000003e-05,6.480000000000001e-06,-0.1144999999999996,True,13,0,0,us,-0.00025349613418401695,-0.0033632564328410584,0.25
HYPE,1786975200,1786977360.0,58.951,58.949,58.974,-0.0003730457,1.25e-05,22613005.480000008,244125409.8290102,58.954,58.956,18806.69171,11055.15853,-2761272.2,-162568148.30728,165792930.53792,7.823529411764706,2.0,15.0,5e-05,,,6.02e-06,,0.0,,,,182983055984.286,71742047486.13794,,,,,,,,,,,,,,31,Fear,,-3.7500000000000003e-05,6.480000000000001e-06,,True,14,0,0,us,-0.003490681654904293,-0.002073447110767279,0.25
SOL,1785574800,1785578280.0,72.8705,72.87,72.905,-0.0004663603,1.25e-05,4183309.460000001,81267783.62050995,72.87,72.871,55244.705129999995,111022.98503999999,-538599.94,-39243465.055968,41570194.478228,17.307692307692307,4.0,9.0,,,,,,0.0,,,,183652403590.57578,71919740829.19958,,,,,,,,,,,,,,27,Fear,,,,,True,9,5,1,europe,,,
SOL,1785578400,1785581940.0,72.7905,72.79,72.825,-0.0004668726,4.2965e-06,4171731.3399999994,80806191.12280996,72.79,72.791,71767.53861,89175.93248999999,-535599.36,-38997321.588750005,41322775.02693,17.307692307692307,4.0,9.0,,72.8,72.85,,72.8,27.0,0.018962962962962966,0.3333333333333333,0.25925925925925924,183652403590.57578,71919740829.19958,,,,,,,,,,,,,,27,Fear,4046.23,,,-0.059499999999999886,True,10,5,1,europe,-0.0010978379453964182,,0.5
SOL,1785582000,1785582600.0,72.8075,72.808,72.845,-0.0005079278,1.137e-06,4172437.260000001,80602635.37413996,72.807,72.808,345756.39641000004,25452.12514,-535297.4,-38958409.4746,41283762.57012,17.307692307692307,4.0,9.0,,72.85,72.89,,72.85,0.0,,,,183652403590.57578,71919740829.19958,,,,,,,,,,,,,,27,Fear,4046.57,,,-0.08249999999999602,True,11,5,1,europe,0.00023354696011179676,,1.0
SOL,1785585600,,,,,,,,,,,,,,,,,,,,72.89,72.93,,72.9,0.0,,,,183652403590.57578,71919740829.19958,,,,,,,,,,,,,,27,Fear,4047.07,,,,False,12,5,1,europe,,,
SOL,1785589200,1785592680.0,72.9305,72.935,72.975,-0.000408359,1.25e-05,4180519.2199999997,73485714.73569,72.93,72.931,318612.2982,5282.59908,-536833.66,-39149541.5233,41473646.90504,17.307692307692307,4.0,9.0,,72.93,72.98,,72.94,18.0,-0.11747777777777776,0.2222222222222222,0.4444444444444444,183652403590.57578,71919740829.19958,,,,,,,,,,,,,,27,Fear,4046.64,,,-0.04950000000000898,True,13,5,1,us,,,
SOL,1785592800,1785596280.0,72.9655,72.963,72.9869,-0.0002863528,1.25e-05,4180515.9599999995,53438289.81371998,72.975,72.979,162904.78889,61063.74541,-536769.21,-39149712.538031,41480202.577275,17.307692307692307,4.0,9.0,,72.99,73.02,,73.0,25.0,0.115024,0.4,0.32,183652403590.57578,71919740829.19958,,,,,,,,,,,,,,27,Fear,4046.32,,,-0.05449999999999022,True,14,5,1,us,0.00047990895441563097,,0.5
SOL,1785596400,1785599880.0,72.8085,72.808,72.845,-0.0004942,1.25e-05,4199605.360000002,56421017.54121,72.808,72.809,32452.033689999997,125689.74521999998,-536749.47,-39079190.54206,41390203.50106,17.307692307692307,4.0,9.0,,72.75,72.8,,72.76,23.0,0.020965217391304355,0.34782608695652173,0.2608695652173913,183652403590.57578,71919740829.19958,,,,,,,,,,,,,,27,Fear,4045.44,,,0.008499999999997954,True,15,5,1,us,-0.00215170183168778,,0.25
SOL,1785600000,1785603540.0,72.6465,72.647,72.675,-0.0003852769,8.8708e-06,4195393.999999997,56345101.07888999,72.646,72.647,130557.49927,58524.68415,-535161.91,-38865531.41937,41173846.59797,17.307692307692307,4.0,9.0,3.159e-05,72.66,72.7,5.598e-05,72.66,39.0,0.1767128205128205,0.4358974358974359,0.3076923076923077,183652403590.57578,71919740829.19958,,,,,,,,,,,,,,27,Fear,4042.7,-2.27192e-05,-4.71092e-05,-0.05349999999999966,True,16,5,1,us,-0.002225014936442782,,0.25
SOL,1785603600,1785606360.0,71.8175,71.817,71.85,-0.0004411969,9.1774e-06,4207946.04,64240434.63057998,71.817,71.818,163924.10348999998,53023.75056,-535032.3,-38452787.68192,40747578.26298,17.307692307692307,4.0,9.0,3.159e-05,71.88,71.93,5.598e-05,71.88,0.0,,,,183652403590.57578,71919740829.19958,,,,,,,,,,,,,,27,Fear,4042.0,-2.2412600000000003e-05,-4.6802600000000005e-05,-0.11250000000001137,True,17,5,1,us,-0.011411423812571986,,0.25
SOL,1785607200,1785610680.0,71.0425,71.043,71.0777,-0.0004881981,2.1902e-06,4244626.14,81677953.06153995,71.026,71.027,118143.97581,375985.63022000005,-531187.2,-37736454.275965996,40141613.938365996,17.307692307692307,4.0,9.0,3.159e-05,71.04,71.09,5.598e-05,71.04,18.0,0.08222222222222222,0.5,0.2777777777777778,183652403590.57578,71919740829.19958,,,,,,,,,,,,,,27,Fear,4039.2,-2.9399800000000003e-05,-5.3789800000000005e-05,-0.04749999999999943,True,18,5,1,us,-0.01079124168900325,,0.5
SOL,1785610800,1785614280.0,71.2745,71.274,71.31,-0.0004908148,-1.2118e-06,4181888.7800000003,84663028.53682004,71.274,71.275,47696.00572,202541.12900000002,-528807.74,-37687299.339646995,40113394.450777,17.307692307692307,4.0,9.0,3.159e-05,71.21,71.27,5.598e-05,71.21,27.0,0.1547,0.4074074074074074,0.18518518518518517,183652403590.57578,71919740829.19958,85.0,79.0,43.0,41.0,58.0,46.0,,70.0,,,,37.0,,27,Fear,4048.26,-3.28018e-05,-5.7191800000000004e-05,0.004500000000007276,True,19,5,1,us,0.003265650842805279,,1.0
